volume_rank,return_rank,market_std,zscore_vs_market,pol_mean,pol_sum,pos_count,neg_count,neu_count,has_news,High,Low,Open,Ticker,Close,Volume,Target,RAV,volatility,Buy_Sell_Strength,Weighted_Strength,Trend,Returns,Log_returns,AAPL,MSFT,NVDA,TSLA,market_return,rel_return,mean_return_others,divergence
0.5,1.0,0.0691943259545623,1.4196975042441222,0.654776755468977,106.72861114144324,113.0,23.0,27.0,1,,,,,,,,,,,,,,,,,,,,,,
0.75,0.5,0.0691943259545623,-0.2907208900366837,0.654776755468977,106.72861114144324,113.0,23.0,27.0,1,,,,,,,,,,,,,,,,,,,,,,
0.25,0.75,0.0691943259545623,-0.20210297156595,0.654776755468977,106.72861114144324,113.0,23.0,27.0,1,,,,,,,,,,,,,,,,,,,,,,
1.0,0.25,0.0691943259545623,-0.9268736426414884,0.654776755468977,106.72861114144324,113.0,23.0,27.0,1,,,,,,,,,,,,,,,,,,,,,,
0.5,1.0,0.0468814253668089,1.262969438792888,0.691076555599769,132.68669867515564,138.0,16.0,38.0,1,280.0299987792969,276.9200134277344,278.1600036621094,AAPL,,,,,,,,,,,,,,,,,,
0.75,0.75,0.0468814253668089,0.1935673222463713,0.691076555599769,132.68669867515564,138.0,16.0,38.0,1,452.3900146484375,435.7000122070313,437.5400085449219,TSLA,,,,,,,,,,,,,,,,,,
0.25,0.5,0.0468814253668089,-0.3366753390185206,0.691076555599769,132.68669867515564,138.0,16.0,38.0,1,492.1199951171875,488.5,489.1000061035156,MSFT,,,,,,,,,,,,,,,,,,
1.0,0.25,0.0468814253668089,-1.1198614220207388,0.691076555599769,132.68669867515564,138.0,16.0,38.0,1,185.72000122070312,183.32000732421875,185.5599975585937,NVDA,,,,,,,,,,,,,,,,,,
0.5,1.0,0.0468814253668089,1.262969438792888,0.6925730517616978,130.8963067829609,137.0,15.0,37.0,1,280.0299987792969,276.9200134277344,278.1600036621094,AAPL,277.17999267578125,,,,,,,,,,,,,,,,,
0.75,0.75,0.0468814253668089,0.1935673222463713,0.6925730517616978,130.8963067829609,137.0,15.0,37.0,1,452.3900146484375,435.7000122070313,437.5400085449219,TSLA,445.1700134277344,,,,,,,,,,,,,,,,,
0.25,0.5,0.0468814253668089,-0.3366753390185206,0.6925730517616978,130.8963067829609,137.0,15.0,37.0,1,492.1199951171875,488.5,489.1000061035156,MSFT,492.0199890136719,,,,,,,,,,,,,,,,,
1.0,0.25,0.0468814253668089,-1.1198614220207388,0.6925730517616978,130.8963067829609,137.0,15.0,37.0,1,185.72000122070312,183.32000732421875,185.5599975585937,NVDA,184.97000122070312,,,,,,,,,,,,,,,,,
0.5,1.0,0.0468814253668089,1.262969438792888,0.6964488841985401,132.32528799772265,139.0,15.0,36.0,1,280.0299987792969,276.9200134277344,278.1600036621094,AAPL,277.17999267578125,32159900.0,,,,,,,,,,,,,,,,
0.75,0.75,0.0468814253668089,0.1935673222463713,0.6964488841985401,132.32528799772265,139.0,15.0,36.0,1,452.3900146484375,435.7000122070313,437.5400085449219,TSLA,445.1700134277344,62187700.0,,,,,,,,,,,,,,,,
0.25,0.5,0.0468814253668089,-0.3366753390185206,0.6964488841985401,132.32528799772265,139.0,15.0,36.0,1,492.1199951171875,488.5,489.1000061035156,MSFT,492.0199890136719,14688300.0,,,,,,,,,,,,,,,,
1.0,0.25,0.0468814253668089,-1.1198614220207388,0.6964488841985401,132.32528799772265,139.0,15.0,36.0,1,185.72000122070312,183.32000732421875,185.5599975585937,NVDA,184.97000122070312,144323400.0,,,,,,,,,,,,,,,,
0.5,1.0,0.0468814253668089,1.262969438792888,0.698961455113179,129.3078691959381,136.0,16.0,33.0,1,280.0299987792969,276.9200134277344,278.1600036621094,AAPL,277.17999267578125,32159900.0,0.0,,,,,,,,,,,,,,,
0.75,0.75,0.0468814253668089,0.1935673222463713,0.698961455113179,129.3078691959381,136.0,16.0,33.0,1,452.3900146484375,435.7000122070313,437.5400085449219,TSLA,445.1700134277344,62187700.0,0.0,,,,,,,,,,,,,,,
0.25,0.5,0.0468814253668089,-0.3366753390185206,0.698961455113179,129.3078691959381,136.0,16.0,33.0,1,492.1199951171875,488.5,489.1000061035156,MSFT,492.0199890136719,14688300.0,0.0,,,,,,,,,,,,,,,
1.0,0.25,0.0468814253668089,-1.1198614220207388,0.698961455113179,129.3078691959381,136.0,16.0,33.0,1,185.72000122070312,183.32000732421875,185.5599975585937,NVDA,184.97000122070312,144323400.0,0.0,,,,,,,,,,,,,,,
0.5,1.0,0.0468814253668089,1.262969438792888,0.699530160135549,128.71354946494102,133.0,15.0,36.0,1,280.0299987792969,276.9200134277344,278.1600036621094,AAPL,277.17999267578125,32159900.0,0.0,51986642.85714286,,,,,,,,,,,,,,
0.75,0.75,0.0468814253668089,0.1935673222463713,0.699530160135549,128.71354946494102,133.0,15.0,36.0,1,452.3900146484375,435.7000122070313,437.5400085449219,TSLA,445.1700134277344,62187700.0,0.0,80911557.14285715,,,,,,,,,,,,,,
0.25,0.5,0.0468814253668089,-0.3366753390185206,0.699530160135549,128.71354946494102,133.0,15.0,36.0,1,492.1199951171875,488.5,489.1000061035156,MSFT,492.0199890136719,14688300.0,0.0,27138157.14285714,,,,,,,,,,,,,,
1.0,0.25,0.0468814253668089,-1.1198614220207388,0.699530160135549,128.71354946494102,133.0,15.0,36.0,1,185.72000122070312,183.32000732421875,185.5599975585937,NVDA,184.97000122070312,144323400.0,0.0,199176857.1428572,,,,,,,,,,,,,,
0.25,1.0,0.0573844920648961,1.1880763491833568,0.618753097320007,401.5707601606846,404.0,73.0,172.0,1,279.75,276.44000244140625,277.8699951171875,AAPL,278.7799987792969,31806647.0,0.0,51936178.14285714,9.636040447306671,,,,,,,,,,,,,
0.75,0.75,0.0573844920648961,0.450980002654978,0.618753097320007,401.5707601606846,404.0,73.0,172.0,1,456.8800048828125,443.6099853515625,446.010009765625,TSLA,451.4500122070313,60840302.0,0.0,80719071.71428572,11.82210353787615,,,,,,,,,,,,,
0.5,0.5,0.0573844920648961,-0.6748928353801643,0.618753097320007,401.5707601606846,404.0,73.0,172.0,1,484.25,475.0799865722656,484.0299987792969,MSFT,478.55999755859375,34464624.0,0.0,29963346.285714287,13.00964625822138,,,,,,,,,,,,,
1.0,0.25,0.0573844920648961,-0.9641635164581706,0.618753097320007,401.5707601606846,404.0,73.0,172.0,1,185.47999572753903,182.0350036621093,184.96499633789065,NVDA,183.77999877929688,158957099.0,0.0,201267385.57142857,8.617980068231953,,,,,,,,,,,,,
0.25,1.0,0.0573844920648961,1.1880763491833568,0.6126035291856536,397.5796904414892,399.0,76.0,174.0,1,279.75,276.44000244140625,277.8699951171875,AAPL,278.7799987792969,31806647.0,0.0,51936178.14285714,9.636040447306671,0.7069480555401891,,,,,,,,,,,,
0.75,0.75,0.0573844920648961,0.450980002654978,0.6126035291856536,397.5796904414892,399.0,76.0,174.0,1,456.8800048828125,443.6099853515625,446.010009765625,TSLA,451.4500122070313,60840302.0,0.0,80719071.71428572,11.82210353787615,0.5908074842697869,,,,,,,,,,,,
0.5,0.5,0.0573844920648961,-0.6748928353801643,0.6126035291856536,397.5796904414892,399.0,76.0,174.0,1,484.25,475.0799865722656,484.0299987792969,MSFT,478.55999755859375,34464624.0,0.0,29963346.285714287,13.00964625822138,0.379499006599375,,,,,,,,,,,,
1.0,0.25,0.0573844920648961,-0.9641635164581706,0.6126035291856536,397.5796904414892,399.0,76.0,174.0,1,185.47999572753903,182.0350036621093,184.96499633789065,NVDA,183.77999877929688,158957099.0,0.0,201267385.57142857,8.617980068231953,0.5065309539311957,,,,,,,,,,,,
0.25,1.0,0.0573844920648961,1.1880763491833568,0.6146047198135787,397.0346489995718,398.0,73.0,175.0,1,279.75,276.44000244140625,277.8699951171875,AAPL,278.7799987792969,31806647.0,0.0,51936178.14285714,9.636040447306671,0.7069480555401891,0.1267387009455655,,,,,,,,,,,
0.75,0.75,0.0573844920648961,0.450980002654978,0.6146047198135787,397.0346489995718,398.0,73.0,175.0,1,456.8800048828125,443.6099853515625,446.010009765625,TSLA,451.4500122070313,60840302.0,0.0,80719071.71428572,11.82210353787615,0.5908074842697869,0.0684442307065866,,,,,,,,,,,
0.5,0.5,0.0573844920648961,-0.6748928353801643,0.6146047198135787,397.0346489995718,398.0,73.0,175.0,1,484.25,475.0799865722656,484.0299987792969,MSFT,478.55999755859375,34464624.0,0.0,29963346.285714287,13.00964625822138,0.379499006599375,-0.138603391943545,,,,,,,,,,,
1.0,0.25,0.0573844920648961,-0.9641635164581706,0.6146047198135787,397.0346489995718,398.0,73.0,175.0,1,185.47999572753903,182.0350036621093,184.96499633789065,NVDA,183.77999877929688,158957099.0,0.0,201267385.57142857,8.617980068231953,0.5065309539311957,0.005158021443256,,,,,,,,,,,
0.25,1.0,0.0573844920648961,1.1880763491833568,0.6131516094765446,390.5775752365589,387.0,72.0,178.0,1,279.75,276.44000244140625,277.8699951171875,AAPL,278.7799987792969,31806647.0,0.0,51936178.14285714,9.636040447306671,0.7069480555401891,0.1267387009455655,0.0391606213446021,,,,,,,,,,
0.75,0.75,0.0573844920648961,0.450980002654978,0.6131516094765446,390.5775752365589,387.0,72.0,178.0,1,456.8800048828125,443.6099853515625,446.010009765625,TSLA,451.4500122070313,60840302.0,0.0,80719071.71428572,11.82210353787615,0.5908074842697869,0.0684442307065866,0.0871648397938292,,,,,,,,,,
0.5,0.5,0.0573844920648961,-0.6748928353801643,0.6131516094765446,390.5775752365589,387.0,72.0,178.0,1,484.25,475.0799865722656,484.0299987792969,MSFT,478.55999755859375,34464624.0,0.0,29963346.285714287,13.00964625822138,0.379499006599375,-0.138603391943545,0.0141044690297837,,,,,,,,,,
1.0,0.25,0.0573844920648961,-0.9641635164581706,0.6131516094765446,390.5775752365589,387.0,72.0,178.0,1,185.47999572753903,182.0350036621093,184.96499633789065,NVDA,183.77999877929688,158957099.0,0.0,201267385.57142857,8.617980068231953,0.5065309539311957,0.005158021443256,-0.0074046840897578,,,,,,,,,,
0.25,1.0,0.0573844920648961,1.1880763491833568,0.6246230412613262,412.2512072324753,411.0,69.0,180.0,1,279.75,276.44000244140625,277.8699951171875,AAPL,278.7799987792969,31806647.0,0.0,51936178.14285714,9.636040447306671,0.7069480555401891,0.1267387009455655,0.0391606213446021,0.0311055361689236,,,,,,,,,
0.75,0.75,0.0573844920648961,0.450980002654978,0.6246230412613262,412.2512072324753,411.0,69.0,180.0,1,456.8800048828125,443.6099853515625,446.010009765625,TSLA,451.4500122070313,60840302.0,0.0,80719071.71428572,11.82210353787615,0.5908074842697869,0.0684442307065866,0.0871648397938292,-0.011192363279498,,,,,,,,,
0.5,0.5,0.0573844920648961,-0.6748928353801643,0.6246230412613262,412.2512072324753,411.0,69.0,180.0,1,484.25,475.0799865722656,484.0299987792969,MSFT,478.55999755859375,34464624.0,0.0,29963346.285714287,13.00964625822138,0.379499006599375,-0.138603391943545,0.0141044690297837,-0.0758000042198077,,,,,,,,,
1.0,0.25,0.0573844920648961,-0.9641635164581706,0.6246230412613262,412.2512072324753,411.0,69.0,180.0,1,185.47999572753903,182.0350036621093,184.9900054931641,NVDA,183.77999877929688,158957099.0,0.0,201267385.57142857,8.617980068231953,0.5065309539311957,0.005158021443256,-0.0074046840897578,-0.0923996553227356,,,,,,,,,
0.25,1.0,0.0573844920648961,1.1880763491833568,0.6287597412509578,404.9212733656168,408.0,66.0,170.0,1,279.75,276.44000244140625,277.8699951171875,AAPL,278.7799987792969,31806647.0,0.0,51936178.14285714,9.636040447306671,0.7069480555401891,0.1267387009455655,0.0391606213446021,0.0311055361689236,49.78399733123753,,,,,,,,
0.75,0.75,0.0573844920648961,0.450980002654978,0.6287597412509578,404.9212733656168,408.0,66.0,170.0,1,456.8800048828125,443.6099853515625,446.010009765625,TSLA,451.4500122070313,60840302.0,0.0,80719071.71428572,11.82210353787615,0.5908074842697869,0.0684442307065866,0.0871648397938292,-0.011192363279498,73.72152928211851,,,,,,,,
0.5,0.5,0.0573844920648961,-0.6748928353801643,0.6287597412509578,404.9212733656168,408.0,66.0,170.0,1,484.25,475.0799865722656,484.0299987792969,MSFT,478.55999755859375,34464624.0,0.0,29963346.285714287,13.00964625822138,0.379499006599375,-0.138603391943545,0.0141044690297837,-0.0758000042198077,76.57439776246268,,,,,,,,
1.0,0.25,0.0573844920648961,-0.9641635164581706,0.6287597412509578,404.9212733656168,408.0,66.0,170.0,1,185.47999572753903,182.0350036621093,184.9900054931641,NVDA,183.77999877929688,158957099.0,0.0,201267385.57142857,8.617980068231953,0.5065309539311957,0.005158021443256,-0.0074046840897578,-0.0923996553227356,34.605669027436285,,,,,,,,
0.25,1.0,0.0573844920648961,1.1880763491833568,0.6215485863596479,399.034192442894,398.0,67.0,177.0,1,279.75,276.44000244140625,277.8699951171875,AAPL,278.7799987792969,31806647.0,0.0,51936178.14285714,9.636040447306671,0.7069480555401891,0.1267387009455655,0.0391606213446021,0.0311055361689236,49.78399733123753,True,,,,,,,
0.75,0.75,0.0573844920648961,0.450980002654978,0.6215485863596479,399.034192442894,398.0,67.0,177.0,1,456.8800048828125,443.6099853515625,446.010009765625,TSLA,451.4500122070313,60840302.0,0.0,80719071.71428572,11.82210353787615,0.5908074842697869,0.0684442307065866,0.0871648397938292,-0.011192363279498,73.72152928211851,False,,,,,,,
0.5,0.5,0.0573844920648961,-0.6748928353801643,0.6215485863596479,399.034192442894,398.0,67.0,177.0,1,484.25,475.0799865722656,484.0299987792969,MSFT,478.55999755859375,34464624.0,0.0,29963346.285714287,13.00964625822138,0.379499006599375,-0.138603391943545,0.0141044690297837,-0.0758000042198077,76.57439776246268,False,,,,,,,
1.0,0.25,0.0573844920648961,-0.9641635164581706,0.6215485863596479,399.034192442894,398.0,67.0,177.0,1,185.47999572753903,182.0350036621093,184.9900054931641,NVDA,183.77999877929688,158957099.0,0.0,201267385.57142857,8.617980068231953,0.5065309539311957,0.005158021443256,-0.0074046840897578,-0.0923996553227356,34.605669027436285,False,,,,,,,
0.5,1.0,0.0581002402599132,1.20036930585933,0.6680313772880114,434.2203952372074,444.0,56.0,150.0,1,279.5799865722656,273.8099975585937,279.0950012207031,AAPL,278.0299987792969,30285187.0,0.0,51718826.71428572,9.558676439251045,0.7313707549015979,0.1354846392250148,0.0401375293190584,0.0283315597161188,49.65006377014304,True,False,,,,,,
0.75,0.75,0.0581002402599132,0.3481929320362626,0.6680313772880114,434.2203952372074,444.0,56.0,150.0,1,449.2698974609375,440.3299865722656,448.8250122070313,TSLA,446.8900146484375,55139329.0,0.0,79904647.0,11.656269043814817,0.7337912153558883,0.1613309266082882,0.0928841890372733,-0.0211800923468229,72.97688428388537,False,False,,,,,,
0.25,0.5,0.0581002402599132,-0.4286999350613774,0.6680313772880114,434.2203952372074,444.0,56.0,150.0,1,486.0299987792969,475.8599853515625,476.55999755859375,MSFT,483.4700012207031,23182196.0,0.0,28351570.85714286,12.224140092197723,0.7482798251168038,0.2030106761175595,0.0288557017704809,-0.0663177545814086,77.36004757723116,False,True,,,,,,
1.0,0.25,0.0581002402599132,-1.1198623028342152,0.6680313772880114,434.2203952372074,444.0,56.0,150.0,1,181.32000732421875,176.6199951171875,180.2749938964844,NVDA,180.92999267578125,177101797.0,0.0,203859485.2857143,8.718162685114294,0.9170183754301668,0.3622824003857065,0.0090148127702009,-0.106474454207621,34.069014502463325,False,False,,,,,,
0.5,1.0,0.0581002402599132,1.20036930585933,0.667541212903542,427.8939174711704,438.0,57.0,146.0,1,279.5799865722656,273.8099975585937,279.0950012207031,AAPL,278.0299987792969,30285187.0,0.0,51718826.71428572,9.558676439251045,0.7313707549015979,0.1354846392250148,0.0401375293190584,0.0283315597161188,49.65006377014304,True,False,False,,,,,
0.75,0.75,0.0581002402599132,0.3481929320362626,0.667541212903542,427.8939174711704,438.0,57.0,146.0,1,449.2698974609375,440.3299865722656,448.8250122070313,TSLA,446.8900146484375,55139329.0,0.0,79904647.0,11.656269043814817,0.7337912153558883,0.1613309266082882,0.0928841890372733,-0.0211800923468229,72.97688428388537,False,False,False,,,,,
0.25,0.5,0.0581002402599132,-0.4286999350613774,0.667541212903542,427.8939174711704,438.0,57.0,146.0,1,486.0299987792969,475.8599853515625,476.55999755859375,MSFT,483.4700012207031,23182196.0,0.0,28351570.85714286,12.224140092197723,0.7482798251168038,0.2030106761175595,0.0288557017704809,-0.0663177545814086,77.36004757723116,False,True,False,,,,,
1.0,0.25,0.0581002402599132,-1.1198623028342152,0.667541212903542,427.8939174711704,438.0,57.0,146.0,1,181.32000732421875,176.6199951171875,180.2749938964844,NVDA,180.92999267578125,177101797.0,0.0,203859485.2857143,8.718162685114294,0.9170183754301668,0.3622824003857065,0.0090148127702009,-0.106474454207621,34.069014502463325,False,False,True,,,,,
0.5,0.75,0.0888915950259848,0.4960640807368583,0.5641733850074919,85.19018113613129,87.0,33.0,31.0,1,275.5,271.7900085449219,272.82000732421875,AAPL,274.6099853515625,37589700.0,0.0,52762328.571428575,9.236332276525635,0.7601033158124193,0.1853065600991797,0.0412868317554913,0.0156821774270374,49.039324333653134,True,False,False,False,,,,
0.75,1.0,0.0888915950259848,1.1406513354729015,0.5641733850074919,85.19018113613129,87.0,33.0,31.0,1,491.5,465.8299865722656,472.2099914550781,TSLA,489.8800048828125,105781500.0,0.0,87139242.85714285,15.97437260134249,0.9368915360427033,0.5303585446073558,0.1010082018647459,0.0729805666339451,79.99712514822286,False,False,False,True,,,,
0.25,0.5,0.0888915950259848,-0.5802229963793125,0.5641733850074919,85.19018113613129,87.0,33.0,31.0,1,477.8900146484375,470.8800048828125,471.9100036621094,MSFT,476.3900146484375,20682600.0,0.0,27994485.71428572,13.370830823049872,0.7860202695643088,0.2113145741510083,0.0303653195483811,-0.079990697563674,76.22717874008774,False,True,False,False,,,,
1.0,0.25,0.0888915950259848,-1.0564924198304475,0.5641733850074919,85.19018113613129,87.0,33.0,31.0,1,178.49000549316406,174.89999389648438,176.25999450683594,NVDA,177.72000122070312,148161800.0,0.0,199725200.0,8.88454507162981,0.7855148230793751,0.2118029678484325,0.0037546706761693,-0.1223270462763516,33.464574940959494,False,False,True,False,,,,
0.5,0.75,0.0955435553875916,0.5211864914501795,0.6004088263573317,174.1185596436262,182.0,61.0,47.0,1,276.1600036621094,274.8299865722656,275.010009765625,AAPL,275.5299987792969,6303324.0,0.0,48292846.28571428,9.31797248140221,0.5263182047634345,0.0034351293096456,0.0319354273135319,0.0190849715401031,49.20361856649475,True,False,False,False,-0.0307110388730316,,,
0.75,1.0,0.0955435553875916,1.0989211346851306,0.6004088263573317,174.1185596436262,182.0,61.0,47.0,1,495.239990234375,486.2200012207031,488.2149963378906,TSLA,490.4750061035156,28130770.0,0.0,76046281.42857143,16.066380074057854,0.4717306059201467,-0.0104573137300167,0.0824017646598437,0.0742837934253521,80.09428850790586,False,False,False,True,-0.0307110388730316,,,
0.25,0.5,0.0955435553875916,-0.4872825157522792,0.6004088263573317,174.1185596436262,182.0,61.0,47.0,1,478.5299987792969,475.3212890625,476.9049987792969,MSFT,477.7999877929688,3093402.0,0.0,25481743.14285714,13.135237268403978,0.772490798246198,0.0330795101241991,0.0298241406956566,-0.0772677429062145,76.4527885799292,False,True,False,False,-0.0307110388730316,,,
1.0,0.25,0.0955435553875916,-1.1328251103830311,0.6004088263573317,174.1185596436262,182.0,61.0,47.0,1,176.1300048828125,173.38499450683594,176.10000610351562,NVDA,174.35499572753906,48615303.0,0.0,185504271.85714287,9.116556408490451,0.3533688721879742,-0.0384277765490114,-0.0135311673594867,-0.1389451775513673,32.830946324432055,False,False,True,False,-0.0307110388730316,,,
0.5,0.75,0.0898687079428974,0.6322223300657682,0.6224650625393998,200.4337501376868,213.0,63.0,46.0,1,276.1600036621094,273.29998779296875,275.010009765625,AAPL,273.3999938964844,10314408.0,0.0,48865858.28571428,9.134904492207887,0.0349669750418814,-0.098157292661213,0.0122813781246698,0.0112068603543953,48.82324638102312,True,False,False,False,-0.0456101435812633,0.0568170039356586,,
0.75,1.0,0.0898687079428974,0.9749771892831604,0.6224650625393998,200.4337501376868,213.0,63.0,46.0,1,495.239990234375,474.2000122070313,488.2149963378906,TSLA,475.739990234375,46812865.0,0.0,78715152.14285715,13.983570155917118,0.0731929484594698,-0.2538273806363713,0.0664602583614166,0.042009796693412,77.68806882799328,False,False,False,True,-0.0456101435812633,0.0876199402746754,,
0.25,0.5,0.0898687079428974,-0.3804158408838247,0.6224650625393998,200.4337501376868,213.0,63.0,46.0,1,478.5299987792969,475.3212890625,476.9049987792969,MSFT,476.489990234375,4872801.0,0.0,25735943.0,13.35401754527225,0.3642277659948831,-0.0257068908503709,0.013493619405604,-0.0797976236825035,76.24317583621605,False,True,False,False,-0.0456101435812633,-0.0341874801012402,,
1.0,0.25,0.0898687079428974,-1.226783678465104,0.6224650625393998,200.4337501376868,213.0,63.0,46.0,1,176.1300048828125,170.6300048828125,176.10000610351562,NVDA,170.92999267578125,84319554.0,0.0,190604879.1428572,9.408789297014035,0.0545432350852272,-0.1970606204458437,-0.0254841928435965,-0.1558596076903572,32.186020201816135,False,False,True,False,-0.0456101435812633,-0.1102494641090938,,
0.5,0.75,0.0894998196133085,0.615281066138955,0.6359233132856232,222.57315964996812,236.0,65.0,49.0,1,276.1600036621094,272.32000732421875,275.010009765625,AAPL,272.4750061035156,12744941.0,0.0,49213077.28571428,9.062050849282748,0.0403643039362945,-0.1190340078474699,0.0124972712804463,0.0077856678786258,48.658063835581466,True,False,False,False,-0.0472818765522947,0.0550675444309206,-0.0472818765522947,
0.75,1.0,0.0894998196133085,0.9900878935753094,0.6359233132856232,222.57315964996812,236.0,65.0,49.0,1,495.239990234375,474.2000122070313,488.2149963378906,TSLA,475.4299926757813,54342770.0,0.0,79790852.85714285,13.944772750076096,0.0584592088048526,-0.3007180497806639,0.0658709087752319,0.041330811324016,77.63744640363775,False,False,False,True,-0.0472818765522947,0.0886126878763107,-0.0472818765522947,
0.25,0.5,0.0894998196133085,-0.3828330631395698,0.6359233132856232,222.57315964996812,236.0,65.0,49.0,1,478.5299987792969,475.2200012207031,476.9049987792969,MSFT,475.5849914550781,5919959.0,0.0,25885537.0,13.506800387246091,0.110269034316166,-0.0891305186320339,0.0033352701384553,-0.0815453666452965,76.09836695780173,False,True,False,False,-0.0472818765522947,-0.0342634900930018,-0.0472818765522947,
1.0,0.25,0.0894998196133085,-1.2225358965746946,0.6359233132856232,222.57315964996812,236.0,65.0,49.0,1,176.1300048828125,170.30999755859375,176.10000610351562,NVDA,170.76010131835938,100922866.0,0.0,192976780.85714287,9.424669283383851,0.0773373184416129,-0.2210438426045435,-0.0245724295093411,-0.1566986187665242,32.15402975604068,False,False,True,False,-0.0472818765522947,-0.1094167422142295,-0.0472818765522947,
0.5,0.75,0.0828368826047079,0.7006007538289505,0.6475519627565518,248.6599536985159,264.0,64.0,56.0,1,276.1600036621094,272.2799987792969,275.010009765625,AAPL,272.8949890136719,18217563.0,0.0,49994880.428571425,9.094618761195987,0.1585024382570395,-0.12443780827293284,0.01722279665327615,0.00933903148309767,48.73306357792287,True,False,False,False,-0.048696550914600956,0.058035582397698626,-0.048696550914600956,0.058035582397698626
0.75,1.0,0.0828368826047079,0.8996112166848156,0.6475519627565518,248.6599536985159,264.0,64.0,56.0,1,495.239990234375,467.8999938964844,488.2149963378906,TSLA,468.35040283203125,73548066.0,0.0,82534466.57142857,13.127332822322396,0.016474359761440467,-0.4308790881949998,0.06419151481349544,0.025824437831797553,76.4813534235537,False,False,False,True,-0.048696550914600956,0.07452098874639851,-0.048696550914600956,0.07452098874639851
0.25,0.5,0.0828368826047079,-0.3421108612318575,0.6475519627565518,248.6599536985159,264.0,64.0,56.0,1,478.9549865722656,475.2200012207031,476.9049987792969,MSFT,477.9200134277344,9089771.0,0.0,26338367.285714287,13.115336673929937,0.7228976697061803,0.07692537476162199,0.02784041555405596,-0.07703594816425985,76.47199388489645,False,True,False,False,-0.048696550914600956,-0.028339397249658893,-0.048696550914600956,0.028339397249658893
1.0,0.25,0.0828368826047079,-1.2581011092819085,0.6475519627565518,248.6599536985159,264.0,64.0,56.0,1,176.1300048828125,170.30999755859375,176.10000610351562,NVDA,171.52650451660156,139779556.0,0.0,198527736.57142857,9.354040887180753,0.20902155104609094,-0.2048723221387876,-0.019305060205162042,-0.1529137248090392,32.29834304146946,False,False,True,False,-0.048696550914600956,-0.10421717389443824,-0.048696550914600956,0.10421717389443824
